rank_test_score,mean_test_score,std_test_score,param_learning_rate,param_max_depth,param_num_leaves,param_reg_alpha,param_reg_lambda
199,0.5593483263173658,0.047279510526871626,0.2,3,7,0.0,1.0
200,0.559289906607758,0.046041919582676206,0.2,5,7,0.1,0.1
201,0.5589585076444826,0.05334682791202023,0.1,5,31,1.0,0.0
202,0.5584042884213507,0.03652651651156524,0.05,7,31,0.0,0.0
203,0.5581054215931435,0.031193140493839124,0.1,5,15,0.0,0.0
204,0.5577913875638381,0.04031104655363181,0.2,7,7,0.1,1.0
205,0.5571142067522149,0.03423240182194908,0.2,5,7,0.0,1.0
206,0.5570763841957657,0.04300756603607833,0.05,5,15,0.1,1.0
207,0.5566316849888617,0.03829837881986153,0.1,5,31,0.1,0.0
208,0.5555596648311902,0.029423735321779134,0.2,7,7,0.1,0.0
209,0.5551757814618311,0.039356774128272674,0.2,5,7,0.0,0.0
210,0.5551654172232606,0.0391766960690323,0.05,5,15,0.0,1.0
211,0.5551139424657754,0.0415593255996421,0.2,3,15,0.0,0.0
211,0.5551139424657754,0.0415593255996421,0.2,3,31,0.0,0.0
213,0.5548789135005098,0.04712259433956722,0.2,5,31,0.1,1.0
214,0.5546706753463045,0.024479158855403253,0.2,5,15,0.1,0.0
215,0.5542493328354616,0.05085050889369412,0.2,7,31,0.0,0.0
216,0.5540775283842888,0.051696348422158554,0.05,7,31,1.0,1.0
217,0.5539796635061678,0.030168960027944943,0.2,5,7,0.1,1.0
218,0.5535675934029685,0.05197040339776879,0.1,7,31,0.0,0.1
219,0.5531995617460218,0.050812399059347896,0.05,7,31,1.0,0.0
220,0.5528265566869994,0.06698380788256199,0.05,5,31,0.0,0.0
221,0.5527112270980469,0.05609506609751831,0.05,5,31,1.0,1.0
222,0.5523734615466219,0.05839145653534682,0.1,5,31,1.0,1.0
223,0.5506898111733456,0.03785369858866144,0.05,7,31,1.0,0.1
224,0.5505707102511682,0.04841601786009535,0.1,5,31,0.1,1.0
225,0.5502630325172295,0.041296468031580505,0.1,5,31,0.0,0.0
226,0.550248111531294,0.0394356581573441,0.2,5,31,0.0,0.1
227,0.5492452562591918,0.04474276718286789,0.2,5,15,0.0,0.1
228,0.5492425430512415,0.04876454011984523,0.05,7,31,0.1,0.0
229,0.5489265762701963,0.06174186801788017,0.05,5,31,1.0,0.0
230,0.5487504070317193,0.053363618556877004,0.2,5,31,0.1,0.0
231,0.5485690568793068,0.023956834507446352,0.2,3,15,0.0,0.1
231,0.5485690568793068,0.023956834507446352,0.2,3,31,0.0,0.1
233,0.5484098355363622,0.053890969473397,0.05,7,31,0.1,0.1
234,0.5476844653239809,0.06221664747236363,0.05,5,31,0.0,0.1
235,0.5473669157985184,0.04842779862544417,0.05,7,31,0.0,0.1
236,0.5457486032202782,0.04998807472851224,0.2,5,31,0.1,0.1
237,0.5448528254564766,0.0387975171593826,0.2,5,31,0.0,0.0
238,0.5435665402355457,0.03845968149620319,0.2,3,7,0.0,0.1
239,0.5430593915008182,0.048045426053062376,0.2,5,31,0.0,1.0
240,0.5414423122347359,0.052941975005275616,0.2,5,15,0.0,0.0
241,0.5410837316606266,0.04740328416872719,0.2,5,15,0.0,1.0
242,0.5384064565385435,0.043185444607133805,0.2,5,15,0.1,0.1
243,0.5377534992644389,0.03981016167732112,0.1,5,31,0.0,0.1
